Airport Code;Airport Name;City Name;Country Name;Country Code;Latitude;Longitude;World Area Code;City Name geo_name_id;Country Name geo_name_id;coordinates
OXD;Miami University;Oxford;United States;US;45.733333;-63.866667;67;5130319;6252001;45.733333, -63.866667
RBY;Ruby;Ruby;United States;US;64.733333;-155.483333;67;\N;6252001;64.733333, -155.483333
WSF;Sarichef;Sarichef;United States;US;31.1;-1.383333;67;\N;6252001;31.1, -1.383333
JYV;Jyvaskyla;Jyvaskyla;Finland;FI;62.233333;25.733333000000002;425;655194;660013;62.233333, 25.733333000000002
ZVG;Springvale;Springvale;Australia;AU;-17.8;127.633333;802;\N;2077456;-17.8, 127.633333
XNU;Nouna;Nouna;Burkina Faso;BF;12.733333;-3.866667;593;2357163;2361809;12.733333, -3.866667
YSH;Smith Falls;Smith Falls;Canada;CA;44.833056;-76.115833;906;\N;6251999;44.833056, -76.115833
YSZ;Squirrel Cove;Squirrel Cove;Canada;CA;50.05;-124.916667;906;\N;6251999;50.05, -124.916667
MPC;Muko-Muko;Muko-Muko;Indonesia;ID;-2.55;101.1;832;\N;1643084;-2.55, 101.1
KKX;Kikaiga Shima;Kikaiga Shima;Japan;JP;28.433333;130.008333;736;\N;1861060;28.433333, 130.008333
HAX;Hatbox Field;Muskogee;United States;US;35.745833;-95.412778;1;4543338;6252001;35.745833, -95.412778
HTW;Lawrence County Airpark;Chesapeake/Huntington Wv;United States;US;42.2525;-82.494444;67;4801966;6252001;42.2525, -82.494444
GAI;Montgomery County;Gaithersburg;United States;US;39.168333;-77.166111;67;4355843;6252001;39.168333, -77.166111
PHZ;Phi Phi Island;Phi Phi Island;Thailand;TH;8.166667;98.283333;782;\N;1605651;8.166667, 98.283333
HFE;Shanghai;Luogang;China;CN;31.95;117.283333;713;\N;1814991;31.95, 117.283333
SMF;Sacramento International;Sacramento, CA;United States;US;38.7;-121.616667;67;5389489;6252001;38.7, -121.616667
SKY;Griffing Sandusky;Sandusky;United States;US;41.433333;-82.7;67;5170691;6252001;41.433333, -82.7
HDA;Hidden Falls;Hidden Falls;United States;US;57.066667;-134.983333;67;\N;6252001;57.066667, -134.983333
GVT;Majors Field;Greenville;United States;US;33.133333;-96.116667;67;5564488;6252001;33.133333, -96.116667
GMV;Monument Valley;Monument Valley Gldngs;United States;US;-2.616667;152.016667;67;\N;6252001;-2.616667, 152.016667
PFC;Pacific City State;Pacific City, OH;United States;US;45.199722;-123.962222;67;5744635;6252001;45.199722, -123.962222
VXC;Lichinga;Lichinga;Mozambique;MZ;-13.283333;35.25;550;1043893;1036973;-13.283333, 35.25
GAZ;Guasopa;Guasopa;Papua New Guinea;PG;-9.233333;152.95;804;\N;2088628;-9.233333, 152.95
DOD;Dodoma;Dodoma;Tanzania;TZ;-6.170556;35.7525;585;160196;149590;-6.170556, 35.7525
NBP;Battery Pk City/N. Cov;New York;United States;US;5.5;-70.483333;67;5128581;6252001;5.5, -70.483333
TCP;Taba International;Taba;Egypt;EG;29.587778;34.778056;591;\N;357994;29.587778, 34.778056
GNE;Ghent;Ghent;Belgium;BE;51.05;3.716667;409;2797656;2802361;51.05, 3.716667
CCM;Criciuma;Criciuma;Brazil;BR;-28.7;-49.366667;316;3465196;3469034;-28.7, -49.366667
YHK;Gjoa Haven;Gjoa Haven;Canada;CA;68.633333;-95.95;906;5961560;6251999;68.633333, -95.95
YVT;Buffalo Narrows;Buffalo Narrows;Canada;CA;55.841944;-108.4175;906;\N;6251999;55.841944, -108.4175
SRL;Santa Rosalia;Santa Rosalia;Mexico;MX;27.333333;-112.266667;148;4013724;3996063;27.333333, -112.266667
NCP;Cubi Pt NAS;Luzon Is;Philippines;PH;16.0;121.0;766;\N;1694008;16.0, 121.0
CAL;Machrihanish;Campbeltown;United Kingdom;GB;55.416667;-5.6;493;2653915;2635167;55.416667, -5.6
NAO;Nanchong;Nanchong;China;CN;30.8;106.066667;713;1810437;1814991;30.8, 106.066667
EFW;Municipal;Jefferson;United States;US;42.016667;-94.383333;67;5733532;6252001;42.016667, -94.383333
DSN;Dongsheng;Dongsheng;China;CN;39.85;110.033333;713;1812256;1814991;39.85, 110.033333
BAE;Barcelonnette;Barcelonnette;France;FR;44.388333;6.610278;427;3034991;3017382;44.388333, 6.610278
KSF;Kassel-Calden;Kassel;Germany;DE;51.4;9.383333;429;2892518;2921044;51.4, 9.383333
GEB;Gebe;Gebe;Indonesia;ID;-0.083332999999999;129.333333;832;\N;1643084;-0.083332999999999, 129.333333
OTP;Henri Coanda International;Bucharest;Romania;RO;44.580556;26.088889;473;683506;798549;44.580556, 26.088889
ZTD;Schenectady Rail;Schenectady;United States;US;50.35;21.383333;67;5136454;6252001;50.35, 21.383333
TFN;Tenerife Norte;Tenerife;Spain;ES;28.482778;-16.341667;482;2511174;2510769;28.482778, -16.341667
LUK;Cincinnati Municipal-Lunken Field;Cincinnati, OH;United States;US;39.103333;-84.418611;67;4508722;6252001;39.103333, -84.418611
YAQ;Maple Bay;Maple Bay;Canada;CA;48.816667;-1.6;906;\N;6251999;48.816667, -1.6
PLJ;Placencia;Placencia;Belize;BZ;16.516666999999998;-88.366667;106;\N;3582678;16.516666999999998, -88.366667
HTI;Hamilton Island;Hamilton Island;Australia;AU;-20.358056;148.951667;802;\N;2077456;-20.358056, 148.951667
WUN;Wiluna;Wiluna;Australia;AU;-26.633333;120.216667;802;\N;2077456;-26.633333, 120.216667
BYC;Yacuiba;Yacuiba;Bolivia;BO;-21.966667;-63.7;312;3901178;3923057;-21.966667, -63.7
DUQ;Duncan/Quam;Duncan/Quam;Canada;CA;48.783333;-123.7;906;5943865;6251999;48.783333, -123.7
VLR;Vallenar;Vallenar;Chile;CL;-28.6;-70.766667;324;3868633;3895114;-28.6, -70.766667
NTA;Natadola;Natadola;Fiji;FJ;-18.083333;177.316667;821;\N;2205218;-18.083333, 177.316667
KDD;Khuzdar;Khuzdar;Pakistan;PK;27.8;66.6;764;1173664;1168579;27.8, 66.6
KIE;Aropa;Kieta;Papua New Guinea;PG;-6.333333;155.591667;804;2094027;2088628;-6.333333, 155.591667
CGF;Cuyahoga County;Cleveland;United States;US;41.5525;-81.483889;67;5248933;6252001;41.5525, -81.483889
TOB;Tobruk;Tobruk;Libya;LY;32.083611;23.976389;538;81302;2215636;32.083611, 23.976389
SMD;Smith Field;Fort Wayne, IN;United States;US;41.143333;-85.152778;67;4920423;6252001;41.143333, -85.152778
STS;Sonoma County;Santa Rosa;United States;US;38.516667;-122.8;67;5490338;6252001;38.516667, -122.8
QWG;Wilgrove Air Park;Charlotte, NC;United States;US;35.213889;-80.67;67;4988584;6252001;35.213889, -80.67
STY;Salto;Salto;Uruguay;UY;-31.433333;-57.983333;385;3440714;3439705;-31.433333, -57.983333
LAS;Mc Carran Intl;Las Vegas;United States;US;36.083333;-115.166667;67;5506956;6252001;36.083333, -115.166667
LVM;Mission Field;Livingston;United States;US;45.666667;-110.566667;67;5663049;6252001;45.666667, -110.566667
RDU;Raleigh-durham International Airport;Raleigh/Durham, NC;United States;US;35.877778;-78.7875;67;4487042;6252001;35.877778, -78.7875
TNI;Satna;Satna;India;IN;24.55;80.833333;733;1257022;1269750;24.55, 80.833333
TTR;Tana Toraja;Tana Toraja;Indonesia;ID;-7.083333;120.7;832;\N;1643084;-7.083333, 120.7
CHE;Reenroe;Caherciveen;Ireland;IE;51.95;-10.216667;441;\N;2963597;51.95, -10.216667
ZBY;Sayaboury;Sayaboury;Laos;LA;19.25;101.7;744;\N;1655842;19.25, 101.7
OSE;Omora;Omora;Papua New Guinea;PG;-7.833333;147.083333;804;\N;2088628;-7.833333, 147.083333
IAR;Yaroslavl;Yaroslavl;Russian Federation;RU;57.616667;39.883333;770;\N;2017370;57.616667, 39.883333
FFT;Capital City;Frankfort, KY;United States;US;38.198611;-84.906111;67;5117856;6252001;38.198611, -84.906111
LVO;Laverton;Laverton;Australia;AU;-28.633333;122.366667;802;\N;2077456;-28.633333, 122.366667
XTR;Tara;Tara;Australia;AU;-27.161667;150.476944;802;\N;2077456;-27.161667, 150.476944
PBQ;Pimenta Bueno;Pimenta Bueno;Brazil;BR;-11.634722;-61.168889;316;3924908;3469034;-11.634722, -61.168889
KZC;Kompong-Chhna;Kompong-Chhna;Cambodia;KH;12.233333;104.666667;709;\N;1831722;12.233333, 104.666667
SWD;Seward;Seward;United States;US;60.133333;-149.416667;67;5873776;6252001;60.133333, -149.416667
BDY;State;Bandon;United States;US;43.116667;-124.416667;67;5712417;6252001;43.116667, -124.416667
QMQ;Murzuq;Murzuq;Libya;LY;25.904444;13.897222;538;2214603;2215636;25.904444, 13.897222
CME;Ciudad Del Carmen;Ciudad Del Carmen;Mexico;MX;18.7;-91.633333;148;3530599;3996063;18.7, -91.633333
GTN;Glentanner;Mount Cook;New Zealand;NZ;-43.901667;170.118333;851;\N;2186224;-43.901667, 170.118333
NUG;Nuguria;Nuguria;Papua New Guinea;PG;-3.333333;154.75;804;\N;2088628;-3.333333, 154.75
KOP;Nakhon Phanom;Nakhon Phanom;Thailand;TH;17.4;104.766667;782;1608531;1605651;17.4, 104.766667
BNO;Burns;Burns;United States;US;43.583333;-118.95;67;5716833;6252001;43.583333, -118.95
NDS;Sandstone;Sandstone;Australia;AU;-28.0;119.25;802;\N;2077456;-28.0, 119.25
KBY;Streaky Bay;Streaky Bay;Australia;AU;-32.8;134.233333;802;\N;2077456;-32.8, 134.233333
SNG;San Ignacio De Velasco;San Ignacio De Velasco;Bolivia;BO;-16.333333;-60.816667;312;3905658;3923057;-16.333333, -60.816667
CMG;Intl. Airport Corumba;Corumba;Brazil;BR;-19.011389;-57.666944;316;3465342;3469034;-19.011389, -57.666944
ZEL;Bella Bella;Bella Bella;Canada;CA;52.166667;-128.1;906;\N;6251999;52.166667, -128.1
PEH;Pehuajo;Pehuajo;Argentina;AR;-35.8;-61.883333;303;\N;3865483;-35.8, -61.883333
YSM;Fort Smith;Fort Smith;Canada;CA;60.016667;-111.966667;906;\N;6251999;60.016667, -111.966667
BCF;Bouca;Bouca;Central African Republic;CF;6.5;18.283333;509;2387890;239880;6.5, 18.283333
AER;Adler/Sochi;Adler/Sochi;Russian Federation;RU;43.45;39.933333;770;584243;2017370;43.45, 39.933333
FLH;Flotta;Flotta;United Kingdom;GB;58.5;-3.0;493;\N;2635167;58.5, -3.0
BJI;Bemidji;Bemidji;United States;US;47.516667;-94.933333;67;5017822;6252001;47.516667, -94.933333
MFJ;Moala;Moala;Fiji;FJ;-18.6;179.883333;821;\N;2205218;-18.6, 179.883333
KMD;Mandji;Mandji;Gabon;GA;-1.666667;10.416667;526;\N;2400553;-1.666667, 10.416667
AHL;Aishalton;Aishalton;Guyana;GY;2.483333;-59.316667;350;\N;3378535;2.483333, -59.316667
GLQ;Glennallen;Glennallen;United States;US;62.116667;-145.55;67;\N;6252001;62.116667, -145.55
GWS;Glenwood Springs;Glenwood Springs;United States;US;-32.6;27.55;67;5423092;6252001;-32.6, 27.55
TWF;Joslin Field - Magic Valley Regional;Twin Falls, ID;United States;US;42.481667;-114.487778;67;5610810;6252001;42.481667, -114.487778
PEQ;Pecos City;Pecos City;United States;US;31.4;-103.516667;67;\N;6252001;31.4, -103.516667
SZX;Shenzhen;Shenzhen;China;CN;22.55;113.916667;713;1795565;1814991;22.55, 113.916667
ULQ;Farfan;Tulua;Colombia;CO;4.083333;-76.0;327;3666645;3686121;4.083333, -76.0
MUY;Mouyondzi;Mouyondzi;Congo;CG;-3.983333;13.919444;515;\N;2260494;-3.983333, 13.919444
RBI;Rabi;Rabi;Fiji;FJ;-17.033333;178.916667;821;\N;2205218;-17.033333, 178.916667
MNK;Maiana;Maiana;Kiribati;KI;0.033333;173.0;824;\N;4030945;0.033333, 173.0
EGM;Sege;Sege;Solomon Islands;SB;-8.566667;157.866667;874;\N;2103350;-8.566667, 157.866667
ENW;Kenosha Regional Airport;Kenosha;United States;US;42.583333;-87.916667;67;5258393;6252001;42.583333, -87.916667
SLB;Municipal;Storm Lake;United States;US;42.6;-95.233333;67;4877655;6252001;42.6, -95.233333
VDI;Municipal;Vidalia;United States;US;32.216667;-82.4;67;4344599;6252001;32.216667, -82.4
IKO;Nikolski AFS;Nikolski;United States;US;52.95;-168.866667;67;\N;6252001;52.95, -168.866667
VCV;Southern California Logistics;Victorville, CA;United States;US;34.5975;-117.383056;67;5406222;6252001;34.5975, -117.383056
TKL;Taku SPB;Taku Lodge;United States;US;59.783333;-1.25;67;\N;6252001;59.783333, -1.25
JRA;West 30th St Heliport;New York;United States;US;40.754444;-74.0075;67;5128581;6252001;40.754444, -74.0075
FLJ;Falls Bay;Falls Bay;United States;US;60.0325;-148.008333;67;\N;6252001;60.0325, -148.008333
HLC;Hill City;Hill City;United States;US;39.366667;-99.85;67;4272980;6252001;39.366667, -99.85
BUY;Bunbury;Bunbury;Australia;AU;-33.378333;115.676667;802;2075432;2077456;-33.378333, 115.676667
TDL;Tandil;Tandil;Argentina;AR;-37.233333;-59.216667;303;3427833;3865483;-37.233333, -59.216667
NQU;Nuqui;Nuqui;Colombia;CO;5.7;-77.283333;327;3673690;3686121;5.7, -77.283333
PST;Preston;Preston;Cuba;CU;20.75;-75.65;219;\N;3562981;20.75, -75.65
HOQ;Hof;Hof;Germany;DE;50.316667;11.916667;429;2902768;2921044;50.316667, 11.916667
AIO;Municipal;Atlantic;United States;US;41.4;-95.016667;67;4847385;6252001;41.4, -95.016667
TRN;Sandro Pertini;Turin;Italy;IT;45.200833;7.649722;450;3165524;3175395;45.200833, 7.649722
RBN;Fort Jefferson;Fort Jefferson;United States;US;19.833333;-72.5;67;\N;6252001;19.833333, -72.5
LIH;Lihue;Kauai Island;United States;US;21.983333;-159.35;67;\N;6252001;21.983333, -159.35
FRH;Municipal;French Lick;United States;US;38.55;-86.616667;67;4257770;6252001;38.55, -86.616667
OLH;Old Harbor SPB;Old Harbor;United States;US;57.2;-153.316667;67;\N;6252001;57.2, -153.316667
AND;Anderson;Anderson;United States;US;34.5;-82.716667;67;5558857;6252001;34.5, -82.716667
NRC;Aux Field;Crows Landing;United States;US;37.4;-121.066667;67;\N;6252001;37.4, -121.066667
BWG;Warren County;Bowling Green;United States;US;36.966667;-86.416667;67;5147968;6252001;36.966667, -86.416667
OKC;Will Rogers World Airport;Oklahoma City;United States;US;35.393056;-97.600833;67;4544349;6252001;35.393056, -97.600833
DWF;Wright AFB;Dayton;United States;US;46.233333;-83.333333;67;6545140;6252001;46.233333, -83.333333
GBE;Sir Seretse Khama International;Gaborone;Botswana;BW;-24.555278;25.918333;510;933773;933860;-24.555278, 25.918333
YHZ;Halifax International;Halifax, NS;Canada;CA;44.880833;-63.508611;902;6324729;6251999;44.880833, -63.508611
ICR;Nicaro;Nicaro;Cuba;CU;20.983333;-75.975;219;\N;3562981;20.983333, -75.975
FAC;Faaite;Faaite;French Polynesia;PF;-16.75;-1.233333;823;\N;4020092;-16.75, -1.233333
MZA;Muzaffarnagar;Muzaffarnagar;India;IN;29.483333;77.7;733;1262332;1269750;29.483333, 77.7
TCH;Tchibanga;Tchibanga;Gabon;GA;-2.866667;11.016667;526;2396253;2400553;-2.866667, 11.016667
CRU;Carriacou Is;Carriacou Is;Grenada;GD;12.466667;-61.466667;273;\N;3580239;12.466667, -61.466667
XIJ;Ahmed Al Jaber;Ahmed Al Jaber;Kuwait;KW;29.076944;48.083889;644;\N;285570;29.076944, 48.083889
AKI;Akiak;Akiak;United States;US;60.9;-161.233333;67;\N;6252001;60.9, -161.233333
CYS;Cheyenne;Cheyenne;United States;US;41.15;-104.8;67;5821086;6252001;41.15, -104.8
NBV;Cana Brava;Cana Brava;Brazil;BR;-13.538056;-48.246944;316;\N;3469034;-13.538056, -48.246944
LBR;Labrea;Labrea;Brazil;BR;-7.25;-64.783333;316;\N;3469034;-7.25, -64.783333
MWV;Mundulkiri;Mundulkiri;Cambodia;KH;5.516667;72.866667;709;\N;1831722;5.516667, 72.866667
SSQ;La Sarre;La Sarre;Canada;CA;48.916667;-79.166667;906;6050194;6251999;48.916667, -79.166667
TQN;Taluqan;Taluqan;Afghanistan;AF;36.5;69.5;701;1123004;1149361;36.5, 69.5
RGL;Internacional;Rio Gallegos;Argentina;AR;-51.65;-69.2;303;3838859;3865483;-51.65, -69.2
EFG;Efogi;Efogi;Papua New Guinea;PG;-9.15;147.666667;804;\N;2088628;-9.15, 147.666667
BET;Bethel Airport;Bethel;United States;US;60.783333;-161.833333;67;5880568;6252001;60.783333, -161.833333
OGL;Ogle;Ogle;Guyana;GY;6.8;-58.105556;350;\N;3378535;6.8, -58.105556
APQ;Arapiraca;Arapiraca;Brazil;BR;-9.75;-36.65;316;3407327;3469034;-9.75, -36.65
KUC;Kuria;Kuria;Kiribati;KI;0.233332999999999;173.416667;824;\N;4030945;0.233332999999999, 173.416667
THK;Thakhek;Thakhek;Laos;LA;17.4;104.8;744;1655199;1655842;17.4, 104.8
BWA;Bhairawa;Bhairawa;Nepal;NP;27.505833;83.418889;755;1283621;1282988;27.505833, 83.418889
HKK;Hokitika Arpt;Hokitika;New Zealand;NZ;-42.716667;170.983333;851;2206894;2186224;-42.716667, 170.983333
BOS;Logan International;Boston;United States;US;42.363056;-71.0;67;4930956;6252001;42.363056, -71.0
OGD;Municipal;Ogden;United States;US;41.2;-112.016667;67;5779206;6252001;41.2, -112.016667
SRV;Stony River;Stony River;United States;US;61.783333;-156.583333;67;\N;6252001;61.783333, -156.583333
GRT;Gujrat;Gujrat;Pakistan;PK;32.566667;74.083333;764;1177654;1168579;32.566667, 74.083333
KDW;Vic. Resevour Kandy;Kandy;Sri Lanka;LK;7.3;80.716667;711;1241622;1227603;7.3, 80.716667
BTM;Bert Mooney Airport;Butte,;United States;US;45.954722;-112.4975;67;5858289;6252001;45.954722, -112.4975
DEC;Decatur Arpt;Decatur;United States;US;39.833333;-88.866667;67;4990524;6252001;39.833333, -88.866667
JNP;Heliport;Newport Beach;United States;US;33.6;-117.883333;67;5376890;6252001;33.6, -117.883333
GGW;International;Glasgow;United States;US;48.216667;-106.616667;67;5654320;6252001;48.216667, -106.616667
SLG;Smith Field;Siloam Springs;United States;US;36.183333;-94.533333;67;4131116;6252001;36.183333, -94.533333
CDR;Chadron;Chadron;United States;US;42.833333;-103.083333;67;5694163;6252001;42.833333, -103.083333
BGM;Greater Binghamton;Binghamton, NY;United States;US;42.208611;-75.979722;67;5109177;6252001;42.208611, -75.979722
MBY;Moberly;Moberly;United States;US;39.466667;-92.433333;67;4398730;6252001;39.466667, -92.433333
PAG;Pagadian;Pagadian;Philippines;PH;7.833333;123.483333;766;\N;1694008;7.833333, 123.483333
RBV;Ramata;Ramata;Solomon Islands;SB;58.05;25.1;874;\N;2103350;58.05, 25.1
MHK;Municipal;Manhattan;United States;US;39.133333;-96.666667;67;5664535;6252001;39.133333, -96.666667
EOS;Neosho;Neosho;United States;US;36.866667;-94.366667;67;4400183;6252001;36.866667, -94.366667
TOW;Toledo;Toledo;Brazil;BR;-5.883333;-73.116667;316;3446370;3469034;-5.883333, -73.116667
YZU;Whitecourt;Whitecourt;Canada;CA;54.15;-115.683333;906;6180285;6251999;54.15, -115.683333
WUZ;Changzhoudao;Wuzhou;China;CN;23.5;111.333333;713;1790840;1814991;23.5, 111.333333
WXN;Wanxian;Wanxian;China;CN;30.9;108.466667;713;1791748;1814991;30.9, 108.466667
CRB;Collarenebri;Collarenebri;Australia;AU;-29.525833;148.575833;802;\N;2077456;-29.525833, 148.575833
JMK;Mikonos;Mikonos;Greece;GR;37.433333;25.35;433;257056;390903;37.433333, 25.35
OHP;Heliport;Oban;United Kingdom;GB;-0.566666999999999;10.283333;493;2641108;2635167;-0.566666999999999, 10.283333
ASQ;Austin;Austin;United States;US;39.5;-117.066667;67;5016884;6252001;39.5, -117.066667
LBZ;Lukapa;Lukapa;Angola;AO;-8.416667;20.75;502;145724;3351879;-8.416667, 20.75
SVK;Silver Creek;Silver Creek;Belize;BZ;16.733333000000002;-88.333333;106;\N;3582678;16.733333000000002, -88.333333
EPN;Epena;Epena;Congo;CG;1.366667;17.483333;515;\N;2260494;1.366667, 17.483333
AGQ;Agrinion;Agrinion;Greece;GR;38.6;21.383333;433;265560;390903;38.6, 21.383333
YNY;Yangyang;Yangyang;Korea;KR;38.073889;128.621111;778;\N;1835841;38.073889, 128.621111
SEY;Selibaby;Selibaby;Mauritania;MR;15.183333;-12.2;545;\N;2378080;15.183333, -12.2
GRN;Gordon;Gordon;United States;US;42.8;-102.2;67;5695713;6252001;42.8, -102.2
STT;Cyril E King Airport;Charlotte Amalie, St Thomas;Virgin Islands, US;VI;18.337222;-64.973333;4;\N;;18.337222, -64.973333
CFS;Coffs Harbour;Coffs Harbour;Australia;AU;-30.320556;153.116389;802;2171085;2077456;-30.320556, 153.116389
YAA;Anahim Lake;Anahim Lake;Canada;CA;52.466667;-125.3;906;\N;6251999;52.466667, -125.3
KIF;Kingfisher Lake;Kingfisher Lake;Canada;CA;53.033333;-89.833333;906;\N;6251999;53.033333, -89.833333
FYT;Faya;Faya;Chad;TD;17.933333;19.133333;511;2432678;2434508;17.933333, 19.133333
EMI;Emirau;Emirau;Papua New Guinea;PG;-1.65;149.966667;804;\N;2088628;-1.65, 149.966667
LSU;Long Sukang;Long Sukang;Malaysia;MY;4.55;115.5;749;\N;1733045;4.55, 115.5
UVE;Ouvea;Ouvea;New Caledonia;NC;-20.5;166.666667;846;\N;2139685;-20.5, 166.666667
INR;Kincheloe AFB;Sault Ste Marie;United States;US;45.85;5.416667;67;\N;6252001;45.85, 5.416667
UMB;North Shore;Umnak Island;United States;US;53.366667;-167.9;67;\N;6252001;53.366667, -167.9
TWA;Twin Hills;Twin Hills;United States;US;46.266667;-1.85;67;\N;6252001;46.266667, -1.85
PBR;Puerto Barrios;Puerto Barrios;Guatemala;GT;15.8;-88.5;127;3591062;3595530;15.8, -88.5
LAR;General Brees Field;Laramie;United States;US;41.316667;-105.666667;67;5830062;6252001;41.316667, -105.666667
RAC;Horlick;Racine;United States;US;42.757778;-87.820833;67;5268249;6252001;42.757778, -87.820833
PYM;Plymouth;Plymouth;United States;US;41.966667;-70.683333;67;5383872;6252001;41.966667, -70.683333
OSH;Wittman Field;Oshkosh;United States;US;43.983333;-88.55;67;5265838;6252001;43.983333, -88.55
KHR;Kharkhorin;Kharkhorin;Mongolia;MN;46.783333;102.85;751;\N;2029969;46.783333, 102.85
UYL;Nyala;Nyala;Sudan;SD;12.066667;24.9;583;\N;366755;12.066667, 24.9
SFA;Sfax Thyna;Sfax;Tunisia;TN;34.716667;10.683333;588;2467454;2464461;34.716667, 10.683333
SJK;Sao Jose Dos Campos;Sao Jose Dos Campos;Brazil;BR;-23.183333;-46.116667;316;3448636;3469034;-23.183333, -46.116667
YPM;Pikangikum;Pikangikum;Canada;CA;51.816667;-94.0;906;\N;6251999;51.816667, -94.0
LLL;Lissadell;Lissadell;Australia;AU;-16.5;128.666667;802;\N;2077456;-16.5, 128.666667
SSS;Siassi;Siassi;Papua New Guinea;PG;-5.9;147.95;804;\N;2088628;-5.9, 147.95
ZYD;Lisbon TP;Lisbon;Portugal;PT;39.0;-9.133333;351;2267057;2264397;39.0, -9.133333
PHS;Phitsanulok;Phitsanulok;Thailand;TH;16.783333;100.266667;782;1607708;1605651;16.783333, 100.266667
AFY;Afyon;Afyon;Turkey;TR;38.733333;30.6;679;325303;298795;38.733333, 30.6
JFN;Ashtabula;Jefferson;United States;US;41.733333;-80.766667;67;5733532;6252001;41.733333, -80.766667
ZXS;Exchangest Railway Svc;Buffalo;United States;US;42.878333;-78.875278;67;5819881;6252001;42.878333, -78.875278
TOC;Toccoa;Toccoa;United States;US;42.216667;13.9;67;4226722;6252001;42.216667, 13.9
AII;Alisabieh;Alisabieh;Djibouti;DJ;11.15;42.716667;525;\N;223818;11.15, 42.716667
CTF;Coatepeque Airport;Coatepeque;Guatemala;GT;14.166667;-90.15;127;3598122;3595530;14.166667, -90.15
CYA;Les Cayes;Les Cayes;Haiti;HT;18.266666999999998;-73.783333;238;3728097;3723988;18.266666999999998, -73.783333
